#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457762395 >ANDREA MAGEE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457730517 >MICHAEL ERNST </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457714479 >SAMANTHA ISRAEL </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457712416 >EMILY BAUER </A>	Nurse Practitioner, Acute Care	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457709404 >SHAWN KOTHARI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457702953 >BRANDYN CASTRO </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457700767 >DANIEL BRADLEY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457649477 >AMBER-NICOLE BIRD </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457611287 >CLAIRE HOPPENOT </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457490708 >GARY GRIMSLEY </A>	Chiropractor	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457417602 >ANA LODUCA </A>	Ophthalmology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457413908 >VINEET ARORA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457401499 >TRACY KOOGLER </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457401408 >UMA SUBRAMANIAN </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457379794 >HEATHER HUGHES </A>	Speech-Language Pathologist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447698691 >UCHENNA EWULONU </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447630272 >SYED RAZA </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447609821 >JANANI VIGNESWARAN </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447608492 >JESSICA CUNNINGHAM </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447607841 >KENNETH YAN </A>	Otolaryngology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447535406 >ASHLEY RALSTON </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447472782 >BRIAN CALLENDER </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447420476 >JORGE VERNON </A>	Dentist, General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447400528 >JOYCE CHAPUT </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447383658 >ROBERT MENY </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447363627 >STEVE GOLDSTEIN </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447319983 >HOWARD HALPERN </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447296306 >ERNST LENGYEL </A>	Gynecologic Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437588555 >MARKO ROJNICA </A>	Hospitals   , General Acute Care Hospital	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437461837 >ALYSSA WAMPOLE </A>	Acupuncturist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437389319 >ZHEN GOOI </A>	Otolaryngology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437312477 >MELVY MATHEW </A>	Body Imaging	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437310455 >MANISH RAIJI </A>	Pediatric Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437229820 >DUK JOON LEE </A>	Acupuncturist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437214657 >WENDY BINSTOCK </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437212958 >KENNETH PURSELL </A>	Infectious Disease	<span style=color:black>480 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437211984 >DIANE CHANEY </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437211463 >RONALD COHEN </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black>520 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437209475 >LESLIE CALDARELLI </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427491711 >PANKTI REID </A>	Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427461557 >WENJING ZONG </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427404128 >MICHELLE HO </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427379833 >AMELIA NELSON </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427351337 >JADE TURNER </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427347046 >WARREN RIEGEL </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427315423 >PAUL LARSEN </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427311745 >NICOLE JOHNSON </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427287903 >LARRY GAINES </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427111947 >ELIZABETH RICH </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427110980 >KAMALA COTTS </A>	Internal Medicine	<span style=color:black>3387 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	22.3	( peers 16.6)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1427108463 >LUCILLE LESTER </A>	Pediatric Pulmonology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
